title,price,rating,amenities,numero_registro,Dormitorio,reviews,Bedroom,Dormitorio 1,Dormitorio 2
Habitación Nou Barris,37 € ,Nuevo,"['Lavadora', 'TV', 'Cerradura en la puerta del dormitorio', 'Wifi', 'Cocina', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción', 'No disponible: Agua caliente']","['Anfitrión particular', 'Número de registro: Exempt']",,[],,,
Apartamento de 2 dormitorios,133 € ,"4,89 (293)","['Bañera', 'Secador de pelo', 'Productos de limpieza', 'Champú', 'Acondicionador', 'Gel de ducha', 'Ducha exterior', 'Agua caliente', 'Gel de ducha', 'Lavadora', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa: armario', 'TV', 'Cuna: disponible previa solicitud', 'Seguros para ventanas', 'Protectores de enchufes', 'Recomendaciones de canguros', 'Aire acondicionado', 'Calefacción central', 'Detector de humo', 'Extintor de incendios', 'Botiquín', 'Wifi', 'Zona para trabajar', 'Wifi móvil', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Lavavajillas', 'Cocina de inducción', 'Horno de acero inoxidable', 'Cafetera: Nespresso', 'Copas de vino', 'Tostadora', 'Mesa de comedor', 'Café', 'Costa', 'Acceso compartido a la playa', 'Entrada independiente', 'Lavandería cercana', 'Patio trasero compartido: Con valla en todo el perímetro', 'Mobiliario exterior', 'Hamaca', 'Tumbonas', 'Aparcamiento gratuito en la calle', 'Ascensor', 'Aparcamiento de pago en garaje fuera de la propiedad', 'Admite mascotas', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'Llegada autónoma', 'Personal en el edificio', 'Limpieza disponible durante la estancia', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Detector de monóxido de carbono']","['Anfitrión profesional', 'Número de registro: HUTB-074614']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1\xa0día', 'review': 'Es un lugar fantástico para quedarse. Tranquilo pero cerca del metro y del centro de la ciudad. Muy bonito paseo hasta la Plaza Catalunya disfrutando del Paseo de Gracia. El apartamento era fantástico. Camas y almohadas super cómodas. Súper limpio. Prepárate para pagar la tarifa turística. Nos pareció muy abusivo pero es culpa del gobierno'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2\xa0días', 'review': 'Si voy de nuevo a Barcelona hay una buena posibilidad de que reserve alojamiento con Carlos'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3\xa0días', 'review': 'Apartamento extremadamente limpio Un anfitrión muy atento y flexible Cerca del metroDiré que el único punto débil es una de las habitaciones donde el colchón era duro pero es cuestión de gustos por lo demás todo muy bien y conforme'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3\xa0días', 'review': '¡Nos encantó nuestra estancia en casa de Carlos! Está en una ubicación estupenda y a poca distancia a pie de varias de las actividades de Barcelona. Disfrutamos particularmente del barrio porque estaba en el lado más tranquilo, pero también teníamos varios restaurantes y cafeterías agradables que estaban cerca. Nuestro registro de entrada se retrasó debido al mal tiempo y faltaba una bolsa, pero el equipo de Carlos trabajó con nosotros cuando tuvimos que llegar tarde por la noche y bajo la lluvia! Apreciamos mucho que colaboraran con nosotros. ¡En general tuvimos una estancia estupenda y definitivamente lo recomendaría si estás tratando de encontrar un alojamiento en Barcelona!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 5\xa0días', 'review': '¡Gran estancia! ¡Limpio y reluciente! Súper comunicación. Un poco ruidoso. Escuchamos las sillas de los vecinos de arriba deslizándose hasta altas horas de la noche.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 5\xa0días', 'review': 'Gran experiencia. Apartamento amplio y bonito. La cocina era muy funcional. Nos encantó estar cerca de Park Güell y en un bonito barrio. Lo único por anotar es que el aislamiento acústico de las ventanas no es muy bueno, y el ruido de la calle en el apartamento del primer piso era obvio en la sala y en uno de los dormitorios.'}]",,,
Habitación/terraza en plaza.España,50 € ,"4,83 (6)","['Ducha exterior', 'Lavadora', 'Equipo para hacer ejercicio', 'Aire acondicionado', 'Wifi', 'Cocina', 'Comedor al aire libre', 'Barbacoa', 'Recepción por parte del anfitrión', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: TV', 'No disponible: Secadora', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción', 'No disponible: Agua caliente']","['Anfitrión particular', 'Número de registro: Exempt']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 4\xa0días', 'review': 'Me recibieron muy bien Le aconsejó lugares para visitar y me indicó dónde coger el transporteLo recomiendo:)'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Lu es una persona muy amable y abierta. Muy buen anfitrión! El lugar es agradable estar con una terraza muy agradable. Definitivamente lo recomendaría si estás en Barcelona.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Me alojé una noche entre trenes, la ubicación era perfecta (a poca distancia tanto de la estación de tren como del centro de la ciudad) y Lu fue muy amable. El gato también era bonito:)'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · Hace 1 semana', 'review': 'la estancia con Lu ha sido un placer. Ella se comunica muy bien, todo claro y responde muy rápido. la casa estaba impoluta, ella muy respetuosa. la terraza es una joyita en medio de Barcelona. La casa es pequeñita y la ducha es cerrada pero está en la terraza, que puede parecer raro, pero a mí no me incomodó.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Lu es una persona maravillosa! Más allá de disfrutar de su tiemplo, fue muy inspiradora su compania. La casa es muy solar, encantadora.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · octubre de 2024', 'review': 'Me quedé durante una noche de escala en Barcelona en casa de Lu, es una anfitriona muy amable, muy servicial y amable. Lamento no haberme quedado más tiempo en su casa y no haber tenido tiempo de hablar más con ella. ¡El alojamiento estaba en perfectas condiciones, en las inmediaciones de la estación de tren era todo lo que necesitaba!'}]",,,
Habitación privada,61 € ,"5,0 (14)","['Bañera', 'Secador de pelo', 'Productos de limpieza', 'Champú', 'Gel de ducha', 'Bidé', 'Agua caliente', 'Gel de ducha', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Tendedero para ropa', 'Espacio para guardar la ropa: cómoda', 'TV', 'Libros y material de lectura', 'Juegos de mesa', 'Ventiladores portátiles', 'Calefactor portátil', 'Cerradura en la puerta del dormitorio', 'Botiquín', 'Wifi', 'Zona para trabajar', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Cocina de gas de Other', 'Horno Individual', 'Cafetera', 'Copas de vino', 'Arrocera', 'Mesa de comedor', 'Café', 'Lavandería cercana', 'Patio privado o balcón', 'Ascensor', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'Recepción por parte del anfitrión', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: HUTB-011611']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2\xa0días', 'review': 'Muy buena experiencia, con paciencia me guió a hacer el check-in cuando llegué tarde y aún así perdí el posicionamiento'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 5\xa0días', 'review': 'Kristiana es una anfitriona estupenda, muy amable y atenta! Disfruté quedándome en su casa, es bonito, limpio y bien ubicado! ¡Muy recomendable!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Increíble ubicación y un gran anfitrión!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': '¡Un anfitrión muy amable y comunicativo!Nos hicieron sentir cómodos.✨ Gracias ~ ~!!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Excelente estadía. Aunque solo me he quedado una noche,me sentí como en casa. Kristiana es una persona muy amable!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Gracias a Kristiana que es muy hospitalaria y gracias a la que podrás sentirte como en casa. ¡Lo recomiendo encarecidamente!'}]",,,
Precioso cuarto acogedor con servicios,53 € ,"4,6 (202)","['Productos de limpieza', 'Agua caliente', 'Servicios básicos', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Tendedero para ropa', 'Espacio para guardar la ropa: cómoda', 'Televisión de alta definición de 32 pulgadas con Netflix, televisión por cable estándar', 'Platos y cubiertos para niños', 'Ventiladores portátiles', 'Calefactor portátil', 'Wifi rápido (436 Mbps)', 'Wifi móvil', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Hervidor de agua', 'Cafetera', 'Batidora', 'Café', 'Lavandería cercana', 'Ascensor', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']",,"[{'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · Hace 2 semanas', 'review': 'La habitación estaba bien, un poco pequeña, pero estaba bien para una estancia nocturna. Ubicación a la que es fácil llegar. Poco ruidoso a veces, pero no tan malo y habitual para esa ubicación. La cama era cómoda.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'famila encantadoramuy atentalugar muy limpio y todo fue perfectolo recomiendo'}, {'rating': 'Valoración: 2\xa0estrellas', 'date': 'Valoración: 2\xa0estrellas,  · Hace 2 semanas', 'review': 'La habitación es realmente pequeña, para dos personas es bastante incómodo. El baño no estaba muy limpio, y no te dan ningún elemento excepto toallas.El anfitrión no es la misma persona que te recibe en el departamento, y lamentablemente su buena predisposición no coincide con la de quien está en el dpto. Le pregunté si podía dejar las valijas hasta que salga mi vuelo, y el me dijo que si,  pero la señora que estaba en la casa me dijo que no y que el no vivía ahí así que no podía tomar decisiones. si bien no tiene obligación de dejarme las valijas, ese problema de comunicación termino en una situación bastante incomoda con la señora de la casa.La puerta del cuarto no tiene llave, lo cual me da inseguridad porque no estás solo en el departamento. la ubicación es lo único a destacar porque tenés cerca el metro y es céntrico.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'increíble la cercanía con la Sagrada Familia.... el metro, los buses, etc... super'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Nos encantó lo cerca que estaba de la Sagrada Familia. Solo estábamos allí para dormir y la cama era cómoda. Situado junto a un supermercado y  cerca del metro. La madre de Kendry fue super amable y atenta.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Kendry y su mamá son afintriones muy amables, nos recibieron el equipaje con más anticipación, la habitación nos pareció cómoda, el espacio a pesar de ser pequeño está bien para el costó y es increíble lo cerca que está la sagrada familia'}]",,,
habitacion pequeña rubi,30 € ,"3,29 (7)","['Lavadora', 'Cerradura en la puerta del dormitorio', 'Wifi', 'Zona para trabajar', 'Cocina', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: TV', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción', 'No disponible: Agua caliente']","['Anfitrión particular', 'Número de registro: Exempt']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': '.'}, {'rating': 'Valoración: 1\xa0estrella', 'date': 'Valoración: 1\xa0estrella,  · septiembre de 2024', 'review': 'ventaja'}, {'rating': 'Valoración: 1\xa0estrella', 'date': 'Valoración: 1\xa0estrella,  · agosto de 2024', 'review': '…'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · junio de 2024', 'review': 'todo super.  Muchas gracias'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · mayo de 2024', 'review': 'La comunicación con Raúl fue muy fluida, el alojamiento es perfecto por el precio y la calidad ;)'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · mayo de 2024', 'review': 'Raúl fue un anfitrión increíble, fue flexible, me dió las indicaciones de la casa, se preocupó por mí y me hizo sentir en casa.Es un buen hospedaje, cerca del transporte público y sus instalaciones impecables.'}]",,,
Apartamento SAGRADA FAMILIA - free WIFI - NETFLIX,126 € ,"4,36 (559)","['Secador de pelo', 'Lavadora', 'Secadora', 'Servicios básicos', 'Perchas', 'Plancha', 'TV', 'Aire acondicionado', 'Calefacción', 'Wifi', 'Cocina', 'Platos y cubiertos', 'Ascensor', 'Admite mascotas', 'Recepción por parte del anfitrión', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Agua caliente']","['Anfitrión particular', 'Número de registro: HUTB-010017']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Excelente lugar para quedarse! Cerca de todo y muy cómodo. Sin dudas volvería a hospedarme aquí!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': '«Recomiendo encarecidamente este alojamiento». El apartamento está limpio, en buen estado y se puede sentir como en casa. La vecindad es muy tranquila y silenciosa. Puedes relajarte y dormir después de un día de visitas turísticas. Hay muchos comercios y restaurantes cerca. Muy cerca de la Sagrada Familia, a unos 15 min caminando. Cerca del Hospital San Pau. Barcelona nos ha encantado. Si alguna vez vuelvo, me encantaría volver a utilizar esta oferta.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Recomiendo este alojamiento. Muy contenta con mi estancia'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': '¡Alojamiento encantador muy limpio! ¡Volvería a quedarme!'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · septiembre de 2024', 'review': 'Fue tranquilo y en una buena ubicación. Lamentablemente, el baño no tenía papel higiénico cuando llegué, así que tuve que ir a buscarlo por el lugar. Además, el wifi no funcionaba. El A/C funcionó bien y había buena luz natural en el apartamento. No tuve noticias del anfitrión cuando necesitaba ayuda con el wifi.'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · septiembre de 2024', 'review': 'alojamiento un poco anticuado cuarto de baño que merecería un refresco.  sin secador de pelopelopor el resto perfecto'}]",,,
C3 Conectado con el aeropuerto y el centro,58 € ,"4,2 (15)","['Agua caliente', 'Aire acondicionado', 'Wifi', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Cocina', 'No disponible: TV', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción']","['Anfitrión particular', 'Número de registro: Exempt']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Buen sitio para estar pocos días en Barcelona. En cuanto a la zona, se escuchan los ruidos de afuera debido a la ubicación de la habitación, pero nada que nos impidiera dormir'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Muy bueno el apartamento,  está bien situado y bien limpio'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · Hace 3 semanas', 'review': 'Bonita estancia de 4 noches, ubicación muy conveniente, ya que está cerca de la estación. Perfecto para viajeros solitarios'}, {'rating': 'Valoración: 2\xa0estrellas', 'date': 'Valoración: 2\xa0estrellas,  · septiembre de 2024', 'review': 'El apartamento no está mal para su precio pero es muy ruidoso, hay mucha humedad y si pones el aparato que la quita, suena muchisimo y no te deja dormir. Por último, encontrarnos una cucaracha en el apartamento fue lo más desagradable. No volvería.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': '¡Muy limpio!Excelente relación calidad/preciobuena comunicación con Carlos'}, {'rating': 'Valoración: 2\xa0estrellas', 'date': 'Valoración: 2\xa0estrellas,  · septiembre de 2024', 'review': 'El apartamento (si puedes definirlo ) es pequeño. Lo esperábamos un poco de las fotos de los anuncios pero no tan excesivo como mostraba en realidad. Consta de una habitación ocupada casi en su totalidad por la cama de matrimonio y un baño tan pequeño que apenas se pueden utilizar los servicios. El asiento del inodoro estaba defectuoso, bajó por sí solo. Los espacios del baño también están demasiado cerca. Cuando llegamos, encontramos suciedad en las paredes del baño, que también ensucian las toallas que estaban colgadas en la pared. El espacio estaba casi sin luz solar porque las cortinas no se abrían. La ubicación definitivamente no es céntrica, pero está bien comunicada con la parada de metro prácticamente por debajo de la casa y la línea roja de metro permite llegar al centro en 20 minutos. El barrio es un poco ruidoso pero no excesivo, no parecía particularmente peligroso. La llegada fue fácil a través de los códigos. Seguro que no vuelves.'}]",,,
Sants Estación Robrenyo 33  2A,111 € ,"4,83 (376)","['Secador de pelo', 'Champú', 'Agua caliente', 'Lavadora', 'Servicios básicos', 'Perchas', 'Plancha', 'TV', 'Cuna', 'Aire acondicionado', 'Calefacción', 'Wifi', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Lavavajillas', 'Fogón', 'Cafetera', 'Patio o balcón', 'Ascensor', 'Aparcamiento de pago fuera de las instalaciones', 'Aparcamiento de pago en las instalaciones', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'Llegada autónoma', 'Cerradura con teclado', 'No disponible: Secadora', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión profesional', 'Número de registro: HUTB-001676']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas,  · Viaje con niños', 'review': 'Piso limpio, funcional y muy bien ubicado. Barrio de elección, de todo cerca y muy cerca de la estación de tren. Propietario amable. ¡Lo recomiendo!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Tuve una estancia encantadora de 3 noches en este apartamento. La llegada fue fácil y directa, muchas imágenes para ayudarnos a entender el procedimiento de llegada. El apartamento era espacioso y limpio, ¡me encantó la adición de algunas galletas! Las camas eran cómodas y el baño era encantador. Excelente ubicación con estación de metro cerca, ¡se lo recomendaría a cualquiera que quiera alojarse en Barcelona!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Gracias. ¡Estuvo muy bien!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Mejor de lo esperado.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Corresponde perfectamente con la descripción'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Vaya, tuve un descanso muy cómodo antes de salir.En primer lugar, fue agradable que la habitación fuera muy espaciosa y limpia, y quedé muy satisfecha con la ubicación después de quedarme. Tanto las estaciones de metro como de tren estaban cerca, así que tuve una estancia cómoda.Los alrededores del alojamiento también eran tranquilos y cómodos.El personal de la tienda de comestibles cercana también fue amable, así que usé bien la tienda de comestibles.Este es el lugar donde quiero volver a hospedarme la próxima vez que venga a Barcelona.'}]",,,
Loft petfriendy para adultos,64 € ,"4,89 (103)","['Vistas al jardín', 'Vistas a la piscina', 'Bañera', 'Secador de pelo', 'Productos de limpieza', 'Champú', 'Gel de ducha', 'Ducha exterior', 'Agua caliente', 'Gel de ducha', 'Lavadora en el alojamiento (Gratis)', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa: armario', 'Televisión con televisión por cable estándar', 'Piano', 'Tocadiscos', 'Sistema de sonido', 'Juegos recreativos', 'Libros y material de lectura', 'Libros y juguetes para niños', 'Juegos de mesa', 'Bicicletas para niños', 'Ventiladores portátiles', 'Calefactor portátil', 'Botiquín', 'Wifi', 'Zona para trabajar', 'Wifi móvil', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Cocina eléctrica', 'Hervidor de agua', 'Cafetera: máquina de café expreso', 'Copas de vino', 'Tostadora', 'Batidora', 'Mesa de comedor', 'Café', 'Entrada independiente', 'Lavandería cercana', 'Patio o balcón compartido', 'Patio trasero privado: Con valla en todo el perímetro', 'Comedor al aire libre', 'Barbacoa', 'Bicicletas', 'Tumbonas', 'Aparcamiento gratuito en la calle', 'Admite mascotas', 'Se permite dejar el equipaje', 'Apto para fumadores', 'Disponible para estancias largas', 'Llegada autónoma', 'Caja de seguridad para llaves', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Secadora', 'No disponible: Aire acondicionado centralizado', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Muy buen alojamiento y mejores anfitriones.Repetiremos'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Nos encantó la estancia, estuvimos muy bien acogidas y cómodas. El espacio tenia todo lo necesario para que no faltase nada. Y la host era muy simpática, agradable y siempre ofrecía ayuda por si la necesitábamos.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Agradecer a Ana por estar atenta a todo, Nos hemos sentido como en casa, un sitio maravilloso y encantador que transmite paz, armonía y tranquilidad. Recomendado 100%'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · septiembre de 2024', 'review': 'todo perfecto, la casa preciosa y el trato increíble, hemos estado súper agusto'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Fue solo una parada en el viaje para dormir, pero nos quedamos con las ganas de haber pasado más tiempo y haber podido disfrutar del patio.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Nos encantó el apartamento, todo comodo y bien arreglado. La area afuera es muy chula tambien. Anna es una persona muy amable, nos comunicamos muy bien.'}]",,,
Apto con preciosas vistas al mar,75 € ,"4,66 (116)","['Productos de limpieza', 'Champú', 'Gel de ducha', 'Agua caliente', 'Gel de ducha', 'Lavadora', 'Servicios básicos', 'Ropa de cama', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa: armario', 'TV', 'Aire acondicionado', 'Calefacción central', 'Extintor de incendios', 'Wifi', 'Zona para trabajar', 'Cocina', 'Frigorífico', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Cafetera', 'Acceso a la playa, primera línea', 'Patio trasero', 'Aparcamiento gratuito en la calle', 'Admite mascotas', 'Llegada autónoma', 'Caja de seguridad para llaves', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Secadora', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']",,"[{'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · Hace 2 semanas', 'review': 'el alojamiento muy bonito y tranquilo'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 4 semanas', 'review': '¡Gran lugar! Buena ubicación. Apartamento pequeño pero no muy cómodo.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Hermoso Arenys y la ubicación..  el departamento impecable.. Alex siempre atebto a cualquier consulta... Muy recomendable !!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'estuvimos genial gracias por todo'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · septiembre de 2024', 'review': 'El piso era tal y como se describía en el anuncio, y Alex fue encantador en todo momento. Ademas, como el piso estaba en una ubicacion dificil, mandó videos y fotos que lo hacian muy comodo de localizar.La casa estaba en perfecto estado, con toallas, ropa de cama limpia y muy cerca de supermercados en coche.La unica pega que podemos poner es que está rodeado de escaleras que lo hace un poco dificil de acceder y que el aparcamiento depende de la hora. Aparte de eso, si vas a Arenys del mar o a cualquier pueblo cercano, es un apartamento perfectamente recomendable.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'La vista es impresionante, puedes ir seguro de que serán días geniales. Relájate y disfruta de cada detalle. Un sueño.'}]",,,
